branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,CPI
1026970,1045246,816,23491,1231,23191,24093489,111020464,12222,1190455,1142559,115665323,12662,5979,5153645,344461,1135,1.68
796607,837388,7254,24739,1247,15805,17263450,142412162,11261,936307,1014147,122595053,13548,6229,4935095,291607,1429,1.93
930957,940930,624,3485,675,31035,23001081,120627550,14667,1036656,1063081,113647384,12008,6637,5551566,285883,1523,1.99
700321,699756,1564,16064,970,58382,19242678,128003862,30889,1035217,1077524,113577904,24586,6255,5881769,312790,2719,2.18
871929,869562,1042,20792,899,66564,17891811,147711481,42163,1018625,998629,115894629,23410,5951,5619192,313986,2935,2.13
1055563,1038362,1023,19089,1080,71393,16499996,185988392,43287,949475,984563,120727045,40486,5930,5521984,315050,1484,2.03
981066,987314,1660,26360,1000,47506,16872022,180897598,40914,830209,881659,149249231,43846,6298,5597894,312681,1511,2.09
1030420,1054004,391,18765,678,29717,18500023,167724891,11285,777741,721062,181675830,12338,4788,5985505,361261,1505,1.79
838630,863920,1899,5385,342,13992,21415379,134600202,16446,911336,889028,183750826,15429,4318,6832871,391417,1361,1.91
955935,974673,217,4325,330,13178,22549023,113659103,10621,876458,766490,167746626,12318,4337,7135876,579763,1064,1.53
799526,835661,3548,9471,297,16501,22215962,113594975,13125,1092237,1083670,117542325,12068,5002,5757231,386184,1174,1.7
931524,958249,205,5859,355,16348,23615585,113562346,14315,1129652,1083983,113402228,12744,5626,5170674,265483,1526,1.84
1004668,986821,221,5481,318,13078,23094815,119715809,15620,1083772,1066994,116094623,13021,7143,4076748,164453,14803,2.41
866581,891618,364,10623,334,22947,21007516,163869161,12539,985623,1017554,122226821,38053,21151,2726140,229738,21525,2.32
980505,970526,506,26851,890,17284,22272809,127813531,15116,1151577,1129577,116330560,28282,17756,4852781,265588,7032,2.03
1079566,1064134,518,32845,866,19407,20226967,156954823,29646,819486,500033,45825305,61771,27509,3988852,369045,9880,1.95
931679,914136,509,24958,940,19565,22236014,126476530,13203,807969,750937,215153525,34793,15262,7526152,548301,1149,1.62
894995,877349,593,28137,888,22510,17346689,168981088,18819,725835,783591,176844848,47601,22207,2016546,241659,30019,2.3
839199,813540,646,22962,812,27693,16929326,171373981,18683,824234,703138,190729150,18480,5062,6949364,463573,1010,1.44
675997,697010,5076,23231,839,17254,17956603,147023289,14266,1010439,912162,163034721,15387,4671,6384510,438250,1294,1.76
874743,902432,930,17326,947,27511,20587711,143296828,17534,856522,856000,174291277,13435,5034,6422423,492593,1020,1.37
725153,680740,8491,12541,5592,302927,2619818,34111506,73136,653450,575185,117903699,38398,5883,5814115,319350,1602,1.89
